0#£Ayuda para comandos de Máxima
1#£Inserte ecuaciones numeradas
2#£Inserte ecuaciones numeradas para referencia
3#£Inserte referencia a la ecuación
4#£Marcador
5#£Escriba el nombre de la ecuación
6#£Numere la ecuación
7#£Ec. num. 'Ecuaciones numeradas
8#£Inserte ecuación de la sección N°
9#£Actualice los números de las ecuaciones
10#£Nombres existentes de ecuaciones
11#£Para insertar una referencia a la ecuación, más tarde, escoja ""Insertar referencia a la ecuación"" desde el menú de WordMat en la pestaña ""Inserte Ecuación""
12#£El nombre ya existe
13#£El nombre no debe contener espacios
14#£Referencia de ecuación
15#£Ubicación
16#£Lado izquierdo
17#£Lado derecho
18#£Numeración
19#£Pida el nombre de referencia al insertar
20#£WordMat te permite realizar cálculos matemáticos en Word. WordMat core es de código abierto y está disponible de forma gratuita.\r\nCon WordMat core, se instalan los siguientes programas:\r\nMaxima, GeoGebra math-apps-bundle, Math fonts.\r\nComponentes opcionales: GeoGebra 5, Graph, WordMat+. Ver más bajo licencia\r\nWordMat está hecho por Mikael Samsøe Sørensen, Nyborg Gymnasium, EDUAP 2009-2025.
21#£Hay una nueva versión de WordMat lista para descargar
22#£¿Desea descargar ahora la nueva versión?
23#£Nueva versión
24#£Indique el número de puntos con el que desea ejecutar la regresión. Se creará una tabla donde puede anotar sus puntos. Cuando quiera ejecutar la regresión sólo seleccione la tabla y escoja el tipo de regresión que desee ejecutar desde el menú.
25#£No es recomendable ejecutar una regresión con más de 200 puntos en una tabla de Word. Use Excel si desea ejecutar una regresión con muchos puntos.
26#£Ha ocurrido un error. Hay, probablemente, un error en los números de entrada
27#£Usted debe crear una tabla con dos columnas. Los valores de x en la columna izquierda y los valores de y en la columna derecha. No se incluyen letras. La regresión se ejecutará sobre los números seleccionados. Si no hay selección, la regresión se ejecutará sobre todos los números de la tabla
28#£La regresión no puede ejecutarse en esos puntos
29#£Regresión lineal ejecutada porWordMat: $Tab
30#£Regresión exponencial ejecutada porWordMat: $Tab
31#£Regresión de potencias ejecutada porWordMat: $Tab
32#£La Regresión de potencias no puede ejecutarse sobre esos números. Todos los números deben ser positivos(y distintos de cero).
33#£Regresión y función definida por el usuario
34#£ejecutada por WordMat
35#£Estado de orden de la regresión polinomial(1-
36#£(El máximo orden se determina por el número de puntos)
37#£orden
38#£Regresión polinomial de grado
39#£Regresión definida por el usuario
40#£Función
41#£Decimales
42#£Comience inferencia
